I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
0.0 16.0 -3.0 22.0 31.0 26.0 14.0 6.0 19.0 -6.5 -9.5 9.5
-3.0 16.0 -2.0 21.0 31.0 27.0 14.0 6.0 18.0 -8.0 -9.0 9.0
-3.0 17.0 0.0 21.0 31.0 28.0 14.0 6.0 18.0 -7.0 -9.0 9.0
0.0 18.0 -3.0 22.0 30.0 29.0 15.0 5.0 18.0 -10.0 -9.0 9.0
2.0 19.0 -4.0 21.0 30.0 29.0 16.0 6.0 17.0 -10.5 -8.5 8.5
1.0 18.0 -4.0 21.0 31.0 30.0 16.0 7.0 17.0 -9.5 -8.5 8.5
1.0 19.0 -3.0 21.0 31.0 31.0 17.0 7.0 18.0 -11.5 -9.0 9.0
2.0 20.0 -3.0 19.0 32.0 31.0 16.0 7.0 18.0 -13.0 -9.0 9.0
2.0 19.0 -4.0 18.0 32.0 32.0 16.0 6.0 18.0 -12.5 -9.0 9.0
2.0 21.0 -4.0 19.0 33.0 31.0 18.0 7.0 19.0 -13.0 -9.5 9.5
3.0 23.0 -3.0 22.0 35.0 32.0 22.0 9.0 19.0 -14.0 -9.5 9.5
4.0 23.0 -4.0 24.0 35.0 34.0 22.0 10.0 19.0 -13.5 -9.5 9.5
5.0 24.0 -4.0 23.0 35.0 33.0 23.0 9.0 18.0 -15.0 -9.0 9.0
5.0 23.0 -5.0 22.0 34.0 33.0 25.0 9.0 18.0 -14.0 -9.0 9.0
2.0 21.0 -6.0 21.0 33.0 33.0 24.0 10.0 20.0 -13.0 -10.0 10.0
2.0 24.0 -6.0 19.0 34.0 33.0 24.0 10.0 21.0 -13.5 -10.5 10.5
5.0 24.0 -6.0 19.0 33.0 31.0 23.0 10.0 20.0 -15.0 -10.0 10.0
4.0 24.0 -6.0 19.0 33.0 31.0 24.0 10.0 19.0 -15.0 -9.5 9.5
3.0 24.0 -7.0 19.0 32.0 31.0 22.0 11.0 21.0 -14.5 -10.5 10.5
2.0 23.0 -8.0 17.0 30.0 30.0 22.0 10.0 22.0 -13.0 -11.0 11.0
1.0 23.0 -8.0 17.0 28.0 28.0 21.0 9.0 23.0 -11.5 -11.5 11.5
1.0 23.0 -7.0 13.0 27.0 26.0 20.0 10.0 20.0 -11.0 -10.0 10.0
3.0 24.0 -7.0 13.0 25.0 24.0 20.0 10.0 19.0 -15.0 -9.5 9.5
2.0 26.0 -7.0 12.0 23.0 23.0 18.0 9.0 19.0 -17.0 -9.5 9.5
2.0 23.0 -8.0 11.0 20.0 22.0 17.0 7.0 20.0 -13.5 -10.0 10.0
3.0 23.0 -8.0 9.0 18.0 19.0 15.0 7.0 20.0 -10.5 -10.0 10.0
1.0 23.0 -9.0 7.0 16.0 18.0 13.0 7.0 21.0 -10.5 -10.5 10.5
2.0 22.0 -9.0 6.0 13.0 15.0 12.0 7.0 20.0 -12.0 -10.0 10.0
2.0 21.0 -10.0 3.0 11.0 11.0 10.0 5.0 20.0 -11.0 -10.0 10.0
3.0 20.0 -11.0 3.0 10.0 9.0 9.0 3.0 22.0 -9.0 -11.0 11.0
1.0 19.0 -11.0 2.0 9.0 7.0 7.0 3.0 22.0 -8.0 -11.0 11.0
-2.0 18.0 -11.0 2.0 8.0 5.0 7.0 2.0 20.0 -7.5 -10.0 10.0
-4.0 17.0 -9.0 2.0 6.0 5.0 6.0 2.0 19.0 -6.5 -9.5 9.5
-5.0 15.0 -8.0 1.0 3.0 3.0 3.0 1.0 18.0 -5.0 -9.0 9.0
-6.0 11.0 -10.0 -2.0 2.0 -0.0 3.0 -3.0 18.0 -2.0 -9.0 9.0
-0.0 11.0 -9.0 -0.0 1.0 -3.0 3.0 -3.0 16.0 -2.0 -8.0 8.0
3.0 12.0 -8.0 -2.0 -2.0 -3.0 1.0 -4.0 17.0 -3.5 -8.5 8.5
2.0 15.0 -7.0 1.0 -2.0 -3.0 2.0 -3.0 17.0 -6.0 -8.5 8.5
6.0 21.0 -4.0 1.0 1.0 -4.0 2.0 1.0 18.0 -14.0 -9.0 9.0
4.0 18.0 -5.0 -0.0 -0.0 -5.0 1.0 0.0 16.0 -11.0 -8.0 8.0
1.0 14.0 -6.0 -0.0 -4.0 -6.0 0.0 -3.0 17.0 -5.5 -8.5 8.5
1.0 11.0 -5.0 -2.0 -5.0 -6.0 -2.0 -3.0 16.0 -3.0 -8.0 8.0
1.0 11.0 -5.0 -2.0 -6.0 -7.0 -2.0 -4.0 15.0 -2.5 -7.5 7.5
0.0 12.0 -5.0 -2.0 -6.0 -6.0 -3.0 -5.0 16.0 -5.0 -8.0 8.0
1.0 15.0 -5.0 -4.0 -7.0 -7.0 -4.0 -4.0 15.0 -7.5 -7.5 7.5
0.0 14.0 -5.0 -4.0 -7.0 -8.0 -5.0 -5.0 15.0 -6.0 -7.5 7.5
-3.0 12.0 -5.0 -4.0 -9.0 -10.0 -5.0 -5.0 16.0 -4.5 -8.0 8.0
