I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
45.0 40.0 -29.0 12.0 20.0 36.0 50.0 51.0 -8.0 -42.0 4.0 -4.0
51.0 41.0 -34.0 11.0 19.0 30.0 53.0 55.0 -11.0 -45.5 5.5 -5.5
54.0 43.0 -35.0 12.0 20.0 34.0 57.0 60.0 -11.0 -48.5 5.5 -5.5
54.0 44.0 -35.0 11.0 19.0 39.0 57.0 60.0 -13.0 -49.0 6.5 -6.5
53.0 45.0 -34.0 14.0 23.0 43.0 62.0 64.0 -10.0 -47.0 5.0 -5.0
51.0 47.0 -30.0 17.0 24.0 45.0 66.0 64.0 -6.0 -47.5 3.0 -3.0
43.0 46.0 -29.0 18.0 26.0 53.0 68.0 66.0 6.0 -44.0 -3.0 3.0
41.0 45.0 -22.0 21.0 28.0 48.0 69.0 62.0 4.0 -43.0 -2.0 2.0
45.0 43.0 -26.0 21.0 28.0 45.0 66.0 64.0 -3.0 -45.0 1.5 -1.5
47.0 41.0 -32.0 19.0 25.0 47.0 60.0 59.0 -4.0 -45.0 2.0 -2.0
53.0 42.0 -30.0 12.0 21.0 43.0 58.0 58.0 -11.0 -48.0 5.5 -5.5
59.0 43.0 -34.0 7.0 18.0 37.0 53.0 55.0 -18.0 -51.0 9.0 -9.0
57.0 46.0 -36.0 8.0 20.0 35.0 55.0 53.0 -18.0 -52.0 9.0 -9.0
56.0 47.0 -33.0 10.0 21.0 31.0 54.0 50.0 -13.0 -52.5 6.5 -6.5
53.0 45.0 -30.0 13.0 21.0 33.0 56.0 52.0 -7.0 -50.5 3.5 -3.5
47.0 47.0 -25.0 13.0 23.0 44.0 57.0 51.0 0.0 -43.5 -0.0 0.0
38.0 42.0 -25.0 20.0 26.0 46.0 56.0 49.0 3.0 -39.0 -1.5 1.5
31.0 40.0 -25.0 17.0 27.0 44.0 52.0 49.0 7.0 -35.5 -3.5 3.5
37.0 39.0 -25.0 17.0 27.0 40.0 50.0 45.0 3.0 -37.5 -1.5 1.5
33.0 37.0 -27.0 14.0 25.0 35.0 47.0 45.0 4.0 -35.0 -2.0 2.0
31.0 35.0 -27.0 13.0 21.0 27.0 45.0 40.0 2.0 -32.0 -1.0 1.0
33.0 35.0 -27.0 12.0 21.0 21.0 38.0 40.0 1.0 -34.0 -0.5 0.5
30.0 32.0 -27.0 9.0 20.0 19.0 36.0 36.0 1.0 -32.0 -0.5 0.5
25.0 33.0 -25.0 9.0 19.0 21.0 36.0 35.0 5.0 -29.5 -2.5 2.5
23.0 32.0 -20.0 13.0 20.0 21.0 35.0 32.0 8.0 -27.5 -4.0 4.0
22.0 31.0 -16.0 15.0 22.0 21.0 33.0 27.0 7.0 -25.5 -3.5 3.5
17.0 27.0 -15.0 15.0 23.0 24.0 34.0 25.0 9.0 -24.5 -4.5 4.5
16.0 24.0 -11.0 19.0 24.0 23.0 31.0 19.0 7.0 -19.5 -3.5 3.5
16.0 23.0 -11.0 16.0 21.0 25.0 26.0 19.0 9.0 -18.5 -4.5 4.5
12.0 17.0 -9.0 13.0 18.0 21.0 21.0 19.0 7.0 -16.5 -3.5 3.5
20.0 15.0 -7.0 7.0 14.0 16.0 21.0 18.0 -3.0 -17.0 1.5 -1.5
26.0 14.0 -5.0 1.0 8.0 10.0 13.0 14.0 -13.0 -17.5 6.5 -6.5
22.0 14.0 -12.0 4.0 10.0 9.0 11.0 9.0 -9.0 -17.5 4.5 -4.5
16.0 13.0 -10.0 7.0 14.0 -1.0 11.0 9.0 -3.0 -17.5 1.5 -1.5
15.0 14.0 -3.0 11.0 14.0 4.0 13.0 12.0 4.0 -14.5 -2.0 2.0
4.0 15.0 4.0 14.0 13.0 12.0 15.0 13.0 11.0 -6.5 -5.5 5.5
-4.0 11.0 3.0 16.0 14.0 15.0 16.0 9.0 15.0 -4.5 -7.5 7.5
-4.0 9.0 2.0 19.0 17.0 17.0 13.0 9.0 16.0 -3.5 -8.0 8.0
-6.0 7.0 2.0 15.0 17.0 18.0 12.0 4.0 15.0 0.5 -7.5 7.5
-8.0 5.0 3.0 10.0 11.0 12.0 7.0 3.0 13.0 1.5 -6.5 6.5
0.0 4.0 -3.0 6.0 8.0 8.0 -1.0 -2.0 3.0 -2.0 -1.5 1.5
4.0 5.0 -3.0 2.0 6.0 -2.0 -2.0 -1.0 -3.0 -3.5 1.5 -1.5
5.0 5.0 -5.0 1.0 3.0 -5.0 -2.0 -1.0 -10.0 -4.5 5.0 -5.0
5.0 3.0 -5.0 2.0 1.0 -10.0 -3.0 -1.0 -3.0 -5.0 1.5 -1.5
5.0 1.0 -4.0 4.0 5.0 -5.0 -3.0 -2.0 -4.0 -4.0 2.0 -2.0
-7.0 1.0 0.0 7.0 6.0 -1.0 -0.0 -3.0 8.0 3.0 -4.0 4.0
