I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
15.0 11.0 35.0 97.0 42.0 15.0 10.0 13.0 -4.0 -12.5 2.0 -2.0
15.0 9.0 35.0 95.0 39.0 13.0 10.0 13.0 -4.0 -12.5 2.0 -2.0
14.0 9.0 34.0 94.0 37.0 11.0 8.0 13.0 -5.0 -12.0 2.5 -2.5
14.0 10.0 33.0 92.0 35.0 9.0 7.0 12.0 -6.0 -12.0 3.0 -3.0
14.0 9.0 32.0 90.0 33.0 7.0 5.0 11.0 -5.0 -12.0 2.5 -2.5
13.0 10.0 32.0 89.0 32.0 6.0 4.0 10.0 -5.0 -11.5 2.5 -2.5
14.0 9.0 32.0 86.0 31.0 6.0 5.0 11.0 -4.0 -11.0 2.0 -2.0
13.0 9.0 32.0 85.0 29.0 5.0 4.0 10.0 -5.0 -10.5 2.5 -2.5
14.0 8.0 33.0 82.0 28.0 3.0 4.0 10.0 -4.0 -10.0 2.0 -2.0
12.0 8.0 32.0 80.0 26.0 3.0 3.0 9.0 -4.0 -10.0 2.0 -2.0
12.0 7.0 31.0 78.0 25.0 2.0 1.0 8.0 -5.0 -9.5 2.5 -2.5
12.0 7.0 30.0 76.0 24.0 0.0 0.0 8.0 -7.0 -9.5 3.5 -3.5
12.0 6.0 29.0 73.0 21.0 -2.0 -2.0 7.0 -6.0 -9.0 3.0 -3.0
12.0 6.0 28.0 70.0 21.0 -3.0 -2.0 6.0 -6.0 -9.0 3.0 -3.0
13.0 7.0 27.0 68.0 20.0 -3.0 -0.0 5.0 -5.0 -9.5 2.5 -2.5
13.0 7.0 26.0 66.0 19.0 -4.0 -2.0 5.0 -5.0 -10.0 2.5 -2.5
10.0 5.0 26.0 64.0 18.0 -3.0 -4.0 5.0 -6.0 -8.0 3.0 -3.0
8.0 3.0 27.0 62.0 18.0 -3.0 -3.0 4.0 -4.0 -6.5 2.0 -2.0
8.0 4.0 26.0 60.0 18.0 -3.0 -3.0 4.0 -4.0 -6.0 2.0 -2.0
8.0 4.0 26.0 59.0 18.0 -3.0 -4.0 3.0 -5.0 -6.0 2.5 -2.5
7.0 2.0 26.0 56.0 17.0 -4.0 -3.0 3.0 -4.0 -5.0 2.0 -2.0
7.0 2.0 25.0 53.0 16.0 -4.0 -3.0 2.0 -6.0 -5.0 3.0 -3.0
7.0 2.0 24.0 49.0 15.0 -5.0 -4.0 2.0 -5.0 -4.5 2.5 -2.5
6.0 2.0 23.0 47.0 15.0 -4.0 -3.0 2.0 -4.0 -4.0 2.0 -2.0
5.0 2.0 22.0 44.0 15.0 -3.0 -3.0 2.0 -4.0 -4.5 2.0 -2.0
5.0 2.0 21.0 42.0 14.0 -2.0 -2.0 2.0 -3.0 -4.0 1.5 -1.5
5.0 2.0 21.0 40.0 15.0 0.0 -2.0 2.0 -3.0 -3.5 1.5 -1.5
4.0 2.0 20.0 37.0 15.0 1.0 -3.0 1.0 -2.0 -3.0 1.0 -1.0
4.0 2.0 21.0 36.0 15.0 2.0 -3.0 1.0 -3.0 -2.5 1.5 -1.5
4.0 2.0 20.0 33.0 14.0 2.0 -3.0 2.0 -3.0 -3.0 1.5 -1.5
4.0 1.0 19.0 31.0 14.0 3.0 -2.0 1.0 -3.0 -2.0 1.5 -1.5
2.0 -0.0 18.0 29.0 13.0 2.0 -3.0 -0.0 -3.0 -0.5 1.5 -1.5
1.0 0.0 17.0 26.0 13.0 2.0 -3.0 -0.0 -2.0 -0.5 1.0 -1.0
1.0 -2.0 15.0 25.0 12.0 2.0 -3.0 0.0 -2.0 0.0 1.0 -1.0
2.0 0.0 14.0 22.0 11.0 2.0 -2.0 -0.0 -2.0 -1.0 1.0 -1.0
1.0 0.0 14.0 20.0 10.0 2.0 -3.0 -2.0 -1.0 0.0 0.5 -0.5
1.0 -0.0 13.0 19.0 10.0 3.0 -2.0 -0.0 -1.0 1.0 0.5 -0.5
-0.0 -0.0 13.0 17.0 9.0 4.0 -2.0 0.0 -0.0 0.0 0.0 -0.0
-2.0 -2.0 12.0 16.0 9.0 3.0 0.0 -0.0 -1.0 1.0 0.5 -0.5
-2.0 -2.0 12.0 15.0 9.0 3.0 -0.0 -2.0 -1.0 2.0 0.5 -0.5
-3.0 -3.0 12.0 13.0 8.0 4.0 -0.0 -2.0 -1.0 3.0 0.5 -0.5
-4.0 -4.0 11.0 11.0 8.0 3.0 -2.0 -2.0 -1.0 4.0 0.5 -0.5
-4.0 -4.0 10.0 10.0 7.0 3.0 -3.0 -4.0 -1.0 4.0 0.5 -0.5
-2.0 -4.0 9.0 8.0 7.0 3.0 -2.0 -3.0 -0.0 3.0 0.0 -0.0
-2.0 -3.0 9.0 7.0 5.0 2.0 -2.0 -4.0 -0.0 3.0 0.0 -0.0
