I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
20.0 8.5 -9.5 13.0 6.0 2.5 -4.5 11.0 -12.0 -14.0 6.0 -6.0
19.0 7.5 -10.0 11.5 5.5 0.5 -6.5 10.0 -11.5 -13.5 5.75 -5.75
19.0 8.0 -10.5 9.5 4.5 -3.0 -9.0 9.0 -12.5 -14.0 6.25 -6.25
20.5 9.5 -11.0 7.5 4.0 -4.0 -10.5 7.5 -11.0 -14.25 5.5 -5.5
22.5 10.0 -10.5 6.5 3.0 -5.5 -12.5 6.5 -12.0 -15.0 6.0 -6.0
22.0 10.0 -10.5 6.5 2.0 -7.0 -14.0 6.0 -11.5 -14.75 5.75 -5.75
19.5 9.5 -11.0 6.0 0.5 -8.0 -15.0 5.5 -11.0 -14.25 5.5 -5.5
17.0 8.5 -11.5 5.5 -2.0 -9.5 -14.5 5.0 -10.0 -12.75 5.0 -5.0
15.0 7.5 -12.0 4.5 -3.5 -10.0 -14.0 4.0 -10.0 -11.25 5.0 -5.0
14.0 6.0 -12.5 3.5 -5.5 -12.0 -15.5 3.0 -9.0 -11.0 4.5 -4.5
13.5 5.0 -13.5 2.5 -6.5 -13.0 -17.0 2.0 -8.5 -10.0 4.25 -4.25
14.0 6.5 -13.0 1.0 -6.5 -14.0 -18.0 2.0 -8.5 -10.75 4.25 -4.25
15.0 7.5 -12.5 -1.0 -6.5 -15.0 -19.0 1.5 -7.5 -11.25 3.75 -3.75
14.0 9.0 -13.0 -3.0 -6.5 -16.0 -21.0 -0.0 -6.0 -11.5 3.0 -3.0
14.0 8.0 -12.5 -4.5 -6.5 -17.0 -22.0 -1.5 -6.0 -11.5 3.0 -3.0
13.0 9.0 -12.0 -5.5 -6.0 -17.5 -23.0 -2.0 -5.0 -11.5 2.5 -2.5
12.5 10.0 -11.5 -4.5 -7.0 -19.0 -23.5 -3.0 -3.0 -10.75 1.5 -1.5
10.0 10.5 -11.5 -4.0 -9.0 -20.0 -24.5 -3.0 -1.0 -9.75 0.5 -0.5
9.5 9.5 -10.0 -3.0 -10.0 -20.0 -25.0 -3.5 1.0 -8.5 -0.5 0.5
8.5 8.0 -9.0 -3.5 -11.0 -20.5 -26.0 -4.0 2.0 -7.75 -1.0 1.0
8.5 8.0 -7.5 -3.5 -11.0 -21.0 -26.0 -3.5 2.0 -7.25 -1.0 1.0
8.5 8.0 -6.5 -3.5 -10.5 -20.0 -26.0 -3.5 1.5 -6.75 -0.75 0.75
8.5 8.0 -5.5 -4.5 -10.5 -20.5 -26.0 -4.0 2.0 -7.0 -1.0 1.0
7.5 6.5 -5.0 -5.0 -10.5 -21.0 -26.0 -4.0 3.0 -7.5 -1.5 1.5
7.0 5.5 -4.5 -5.5 -10.5 -20.5 -26.0 -4.5 2.0 -6.25 -1.0 1.0
7.5 6.5 -4.0 -6.0 -10.5 -20.0 -26.5 -5.0 2.0 -6.0 -1.0 1.0
7.0 6.5 -4.0 -5.5 -8.5 -19.5 -26.0 -6.0 2.5 -5.75 -1.25 1.25
7.0 6.0 -3.5 -5.0 -7.5 -18.5 -25.5 -7.0 2.0 -5.5 -1.0 1.0
6.0 5.5 -2.5 -5.0 -6.5 -17.5 -26.0 -8.0 2.0 -5.5 -1.0 1.0
4.5 5.0 -2.5 -5.5 -5.5 -17.0 -26.0 -9.0 2.0 -4.25 -1.0 1.0
3.5 4.5 -1.0 -5.0 -5.0 -16.0 -26.0 -9.5 2.0 -4.0 -1.0 1.0
3.0 4.5 -1.0 -4.5 -4.5 -15.5 -24.5 -9.5 2.0 -3.25 -1.0 1.0
3.0 4.5 -1.0 -4.0 -3.5 -14.5 -24.0 -9.0 1.5 -2.25 -0.75 0.75
1.5 4.0 -1.0 -2.5 -3.5 -13.5 -23.0 -9.0 0.5 -1.0 -0.25 0.25
0.5 3.0 -1.0 -3.5 -3.5 -13.5 -21.5 -8.5 -0.0 -0.25 0.0 -0.0
0.0 1.5 -1.0 -4.0 -3.5 -13.0 -21.5 -7.5 0.5 0.25 -0.25 0.25
-2.0 1.5 -1.0 -4.0 -2.0 -12.5 -21.5 -8.0 1.0 1.5 -0.5 0.5
-2.5 0.0 -1.0 -4.5 -1.5 -11.5 -21.5 -9.0 1.0 2.0 -0.5 0.5
-2.0 -2.5 0.0 -4.5 -0.5 -11.0 -21.5 -9.5 2.5 2.25 -1.25 1.25
-4.0 -2.5 -1.0 -4.0 1.5 -10.0 -21.5 -9.5 2.5 3.5 -1.25 1.25
-4.0 -4.0 -0.5 -3.5 3.0 -10.0 -20.5 -10.0 2.0 4.5 -1.0 1.0
-4.5 -3.5 1.0 -3.0 3.5 -9.5 -20.5 -10.0 3.0 3.5 -1.5 1.5
-4.0 -3.0 1.5 -2.5 4.0 -9.0 -19.5 -9.5 3.5 4.0 -1.75 1.75
-3.5 -2.0 3.0 -2.0 3.5 -8.5 -18.0 -9.5 3.0 3.75 -1.5 1.5
