I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
6.0 25.0 43.0 81.0 56.0 47.0 30.0 23.0 21.0 -15.5 -10.5 10.5
3.0 23.0 39.0 77.0 50.0 40.0 24.0 19.0 20.0 -13.5 -10.0 10.0
9.0 26.0 36.0 72.0 48.0 36.0 26.0 19.0 20.0 -17.0 -10.0 10.0
7.0 25.0 35.0 69.0 51.0 37.0 26.0 20.0 21.0 -15.5 -10.5 10.5
-0.0 24.0 34.0 64.0 50.0 38.0 26.0 19.0 24.0 -12.5 -12.0 12.0
4.0 23.0 32.0 59.0 46.0 38.0 23.0 18.0 16.0 -15.5 -8.0 8.0
1.0 22.0 33.0 54.0 44.0 35.0 25.0 19.0 19.0 -12.5 -9.5 9.5
1.0 22.0 32.0 52.0 43.0 33.0 20.0 17.0 22.0 -11.5 -11.0 11.0
1.0 24.0 28.0 45.0 37.0 31.0 22.0 17.0 20.0 -13.0 -10.0 10.0
4.0 20.0 24.0 40.0 34.0 28.0 23.0 17.0 19.0 -13.5 -9.5 9.5
-1.0 21.0 22.0 39.0 31.0 24.0 22.0 18.0 21.0 -10.5 -10.5 10.5
-0.0 19.0 19.0 34.0 27.0 18.0 20.0 15.0 15.0 -10.0 -7.5 7.5
11.0 19.0 17.0 31.0 23.0 18.0 13.0 11.0 15.0 -13.5 -7.5 7.5
1.0 15.0 14.0 28.0 24.0 21.0 13.0 10.0 14.0 -11.5 -7.0 7.0
-3.0 20.0 15.0 25.0 21.0 17.0 10.0 7.0 17.0 -7.0 -8.5 8.5
-2.0 15.0 12.0 20.0 16.0 15.0 8.0 5.0 14.0 -6.5 -7.0 7.0
-3.0 16.0 13.0 16.0 20.0 17.0 10.0 8.0 15.0 -7.5 -7.5 7.5
-8.0 14.0 13.0 17.0 14.0 15.0 9.0 8.0 20.0 0.5 -10.0 10.0
-4.0 12.0 12.0 14.0 12.0 11.0 10.0 8.0 15.0 -5.0 -7.5 7.5
-5.0 12.0 10.0 8.0 10.0 9.0 7.0 6.0 13.0 -3.5 -6.5 6.5
-7.0 7.0 7.0 7.0 8.0 6.0 6.0 8.0 12.0 0.0 -6.0 6.0
-3.0 8.0 4.0 2.0 4.0 -0.0 2.0 4.0 10.0 -1.5 -5.0 5.0
4.0 7.0 1.0 1.0 -0.0 -1.0 -1.0 -0.0 6.0 -7.0 -3.0 3.0
-3.0 2.0 2.0 -0.0 1.0 -1.0 1.0 -1.0 4.0 2.5 -2.0 2.0
-6.0 2.0 3.0 -2.0 -0.0 -4.0 -2.0 -2.0 11.0 -0.5 -5.5 5.5
-4.0 1.0 0.0 -5.0 -1.0 -5.0 -2.0 -5.0 8.0 0.0 -4.0 4.0
-5.0 2.0 2.0 -5.0 -2.0 -0.0 1.0 -2.0 9.0 1.0 -4.5 4.5
-9.0 1.0 3.0 -6.0 -5.0 -6.0 -3.0 -1.0 9.0 4.0 -4.5 4.5
-5.0 -0.0 3.0 -8.0 -9.0 -9.0 -3.0 -3.0 5.0 3.5 -2.5 2.5
-6.0 -0.0 1.0 -9.0 -9.0 -8.0 -4.0 -4.0 3.0 1.5 -1.5 1.5
-15.0 -2.0 -1.0 -9.0 -10.0 -9.0 -5.0 -4.0 8.0 9.0 -4.0 4.0
-11.0 -7.0 -3.0 -10.0 -14.0 -17.0 -9.0 -6.0 3.0 8.0 -1.5 1.5
-2.0 -4.0 -4.0 -13.0 -13.0 -14.0 -9.0 -7.0 0.0 2.5 -0.0 0.0
-5.0 -3.0 -3.0 -12.0 -12.0 -13.0 -7.0 -6.0 2.0 3.5 -1.0 1.0
1.0 -4.0 -1.0 -13.0 -13.0 -13.0 -7.0 -9.0 0.0 2.0 -0.0 0.0
-4.0 -3.0 -4.0 -15.0 -16.0 -17.0 -11.0 -10.0 1.0 3.5 -0.5 0.5
-9.0 -6.0 -3.0 -16.0 -12.0 -12.0 -8.0 -7.0 -0.0 7.0 0.0 -0.0
-13.0 -6.0 -1.0 -15.0 -14.0 -12.0 -8.0 -7.0 8.0 11.5 -4.0 4.0
-12.0 -5.0 -1.0 -14.0 -17.0 -15.0 -8.0 -9.0 6.0 8.5 -3.0 3.0
-11.0 -6.0 -1.0 -16.0 -16.0 -14.0 -7.0 -7.0 5.0 7.0 -2.5 2.5
-9.0 -5.0 -2.0 -17.0 -18.0 -14.0 -10.0 -7.0 5.0 6.5 -2.5 2.5
-3.0 -7.0 -6.0 -18.0 -21.0 -20.0 -12.0 -9.0 -2.0 10.5 1.0 -1.0
0.0 -4.0 -8.0 -17.0 -21.0 -18.0 -11.0 -11.0 -4.0 4.0 2.0 -2.0
-7.0 -5.0 -6.0 -17.0 -17.0 -15.0 -11.0 -9.0 -0.0 4.0 0.0 -0.0
-12.0 -6.0 -5.0 -17.0 -18.0 -18.0 -11.0 -11.0 3.0 7.5 -1.5 1.5
-4.0 -5.0 -5.0 -18.0 -21.0 -19.0 -14.0 -12.0 -1.0 4.0 0.5 -0.5
-5.0 -4.0 -3.0 -19.0 -18.0 -13.0 -12.0 -8.0 -0.0 3.0 0.0 -0.0
