I II V1 V2 V3 V4 V5 V6 III aVR aVL aVF
-5.0 -3.0 11.0 10.0 11.0 4.0 1.0 6.0 2.0 4.5 -1.0 1.0
-6.0 -4.0 10.0 8.0 10.0 2.0 0.0 6.0 1.0 5.0 -0.5 0.5
-6.0 -4.0 9.0 7.0 8.0 1.0 0.0 5.0 1.0 5.5 -0.5 0.5
-7.0 -4.0 9.0 7.0 7.0 1.0 -2.0 4.0 1.0 6.5 -0.5 0.5
-9.0 -5.0 9.0 7.0 6.0 -2.0 -3.0 3.0 3.0 6.5 -1.5 1.5
-8.0 -5.0 8.0 6.0 6.0 -2.0 -3.0 3.0 4.0 6.5 -2.0 2.0
-7.0 -6.0 8.0 5.0 5.0 -2.0 -4.0 3.0 1.0 7.0 -0.5 0.5
-7.0 -6.0 8.0 5.0 4.0 -3.0 -5.0 2.0 1.0 7.0 -0.5 0.5
-8.0 -6.0 8.0 4.0 4.0 -4.0 -5.0 1.0 0.0 7.5 -0.0 0.0
-7.0 -7.0 8.0 3.0 3.0 -4.0 -5.0 1.0 0.0 7.5 -0.0 0.0
-8.0 -7.0 7.0 2.0 2.0 -5.0 -6.0 1.0 0.0 8.0 -0.0 0.0
-9.0 -7.0 6.0 1.0 0.0 -6.0 -6.0 1.0 1.0 8.5 -0.5 0.5
-10.0 -7.0 5.0 0.0 -0.0 -6.0 -7.0 1.0 1.0 8.5 -0.5 0.5
-9.0 -8.0 5.0 1.0 -2.0 -7.0 -7.0 0.0 1.0 8.5 -0.5 0.5
-9.0 -8.0 4.0 1.0 0.0 -7.0 -7.0 -0.0 0.0 9.0 -0.0 0.0
-8.0 -8.0 4.0 1.0 -0.0 -7.0 -7.0 -2.0 -2.0 8.5 1.0 -1.0
-8.0 -8.0 4.0 1.0 -2.0 -7.0 -8.0 -2.0 -1.0 8.0 0.5 -0.5
-7.0 -9.0 4.0 1.0 -2.0 -7.0 -9.0 -2.0 -3.0 7.5 1.5 -1.5
-6.0 -9.0 3.0 2.0 -3.0 -6.0 -9.0 -3.0 -4.0 7.0 2.0 -2.0
-5.0 -8.0 3.0 2.0 -3.0 -6.0 -9.0 -3.0 -3.0 6.5 1.5 -1.5
-4.0 -8.0 3.0 2.0 -4.0 -7.0 -9.0 -4.0 -3.0 6.0 1.5 -1.5
-3.0 -7.0 3.0 1.0 -4.0 -8.0 -9.0 -4.0 -3.0 5.5 1.5 -1.5
-2.0 -7.0 2.0 1.0 -4.0 -8.0 -9.0 -4.0 -6.0 4.5 3.0 -3.0
-2.0 -6.0 2.0 1.0 -5.0 -8.0 -10.0 -5.0 -5.0 4.5 2.5 -2.5
-2.0 -6.0 2.0 1.0 -5.0 -8.0 -10.0 -5.0 -4.0 4.5 2.0 -2.0
-2.0 -6.0 3.0 1.0 -5.0 -8.0 -10.0 -5.0 -4.0 4.5 2.0 -2.0
-2.0 -7.0 4.0 -0.0 -5.0 -8.0 -10.0 -5.0 -6.0 4.5 3.0 -3.0
-3.0 -7.0 4.0 -0.0 -5.0 -8.0 -10.0 -5.0 -5.0 3.5 2.5 -2.5
-3.0 -7.0 4.0 0.0 -5.0 -7.0 -10.0 -6.0 -5.0 3.5 2.5 -2.5
-3.0 -7.0 4.0 0.0 -5.0 -7.0 -10.0 -7.0 -5.0 3.0 2.5 -2.5
-2.0 -7.0 4.0 -0.0 -5.0 -7.0 -10.0 -7.0 -5.0 2.5 2.5 -2.5
-2.0 -6.0 4.0 0.0 -4.0 -6.0 -9.0 -6.0 -6.0 2.5 3.0 -3.0
-0.0 -6.0 4.0 -2.0 -4.0 -6.0 -9.0 -5.0 -7.0 1.5 3.5 -3.5
0.0 -6.0 4.0 -2.0 -4.0 -6.0 -8.0 -5.0 -8.0 1.5 4.0 -4.0
2.0 -6.0 4.0 -2.0 -5.0 -6.0 -8.0 -5.0 -10.0 1.5 5.0 -5.0
3.0 -6.0 4.0 -0.0 -4.0 -6.0 -8.0 -4.0 -10.0 2.0 5.0 -5.0
4.0 -6.0 3.0 1.0 -4.0 -6.0 -8.0 -3.0 -10.0 1.0 5.0 -5.0
6.0 -6.0 3.0 1.0 -4.0 -6.0 -8.0 -3.0 -12.0 0.0 6.0 -6.0
7.0 -6.0 3.0 1.0 -4.0 -6.0 -7.0 -2.0 -11.0 1.0 5.5 -5.5
7.0 -5.0 3.0 1.0 -3.0 -6.0 -7.0 -2.0 -10.0 1.0 5.0 -5.0
6.0 -5.0 3.0 1.0 -3.0 -5.0 -7.0 -2.0 -7.0 1.5 3.5 -3.5
6.0 -5.0 3.0 -2.0 -3.0 -5.0 -6.0 -2.0 -5.0 1.0 2.5 -2.5
